其他	0.168	0.3620689655172414	0.2295081967213115
任职	0.7655172413793103	0.9224376731301939	0.8366834170854273
生于地点	0.7884615384615384	0.8723404255319149	0.8282828282828283
政治奥援	0.5333333333333333	0.19047619047619047	0.2807017543859649
请求	0.5	0.75	0.6
管理	0.7	0.7	0.7
投靠	0.16666666666666666	0.16666666666666666	0.16666666666666666
兄弟	0.5	0.3	0.37499999999999994
母	0	0.0	0
父	0.5	0.5833333333333334	0.5384615384615384
祖孙	0.2857142857142857	0.2	0.23529411764705882
同僚	0.25925925925925924	0.4375	0.3255813953488372
交谈	0.5652173913043478	0.5909090909090909	0.5777777777777778
位于	0.5342465753424658	0.6	0.5652173913043479
死于时间	0.75	1.0	0.8571428571428571
地点别名	0.5666666666666667	0.6071428571428571	0.5862068965517241
设置	0.3191489361702128	0.46875	0.379746835443038
派遣	0.7090909090909091	0.8666666666666667	0.7800000000000001
属地	0.7037037037037037	0.6551724137931034	0.6785714285714286
隶属于	0	0.0	0
攻伐	0.8484848484848485	0.6666666666666666	0.7466666666666666
杀	0.6774193548387096	0.84	0.75
封	0.66	0.75	0.702127659574468
到达	0.6	0.6461538461538462	0.6222222222222222
见面	0.5	0.3333333333333333	0.4
作者	0.6296296296296297	0.7727272727272727	0.6938775510204083
离开	0.42857142857142855	0.23076923076923078	0.3
游历	1.0	0.25	0.4
治所	0.3333333333333333	0.3333333333333333	0.3333333333333333
合作	0.3333333333333333	0.2857142857142857	0.30769230769230765
夫妻	0.3333333333333333	0.2	0.25
救援	0.6666666666666666	0.35294117647058826	0.46153846153846156
修建	1.0	0.42857142857142855	0.6
别名	0.5652173913043478	0.8125	0.6666666666666667
旧属	0.5714285714285714	0.8	0.6666666666666666
归附	0.6666666666666666	0.4	0.5
害怕	0.0	0.0	0
旧臣	0	0.0	0
死于地点	0.3333333333333333	1.0	0.5
打败	0.4444444444444444	0.8	0.5714285714285714
micro	0.6172086720867209	0.6738165680473372	0.6442715700141443
macro	0.49767222106153375	0.5044043714226811	0.5010156822778531

