其他	0.17557251908396945	0.3484848484848485	0.233502538071066
任职	0.7619047619047619	0.9230769230769231	0.8347826086956522
兄弟	0.5294117647058824	0.42857142857142855	0.4736842105263158
生于地点	0.7777777777777778	0.8571428571428571	0.8155339805825242
政治奥援	0.36363636363636365	0.17777777777777778	0.2388059701492537
请求	0.45454545454545453	0.5555555555555556	0.5
管理	0.6336633663366337	0.7032967032967034	0.6666666666666667
父	0.41304347826086957	0.5135135135135135	0.4578313253012048
归附	0.42857142857142855	0.6	0.5
母	1.0	1.0	1.0
祖孙	0.25	0.16666666666666666	0.2
投靠	0.14285714285714285	0.14285714285714285	0.14285714285714285
救援	0.6666666666666666	0.3	0.41379310344827586
派遣	0.6451612903225806	0.8888888888888888	0.7476635514018692
见面	0.4	0.5	0.4444444444444445
攻伐	0.7857142857142857	0.6395348837209303	0.7051282051282051
杀	0.5806451612903226	0.72	0.6428571428571428
交谈	0.6190476190476191	0.5652173913043478	0.5909090909090909
害怕	0.0	0.0	0
位于	0.5714285714285714	0.6153846153846154	0.5925925925925927
作者	0.5483870967741935	0.7727272727272727	0.6415094339622641
地点别名	0.5925925925925926	0.5714285714285714	0.5818181818181818
设置	0.3409090909090909	0.46875	0.39473684210526316
属地	0.7671232876712328	0.6436781609195402	0.7
封	0.6875	0.75	0.717391304347826
离开	0.4444444444444444	0.3076923076923077	0.3636363636363637
隶属于	0.3333333333333333	0.043478260869565216	0.07692307692307691
到达	0.7037037037037037	0.5846153846153846	0.638655462184874
打败	0.5	0.5	0.5
别名	0.631578947368421	0.75	0.6857142857142857
同僚	0.25806451612903225	0.5	0.3404255319148936
旧属	0.4	0.8	0.5333333333333333
合作	0.3333333333333333	0.2857142857142857	0.30769230769230765
游历	0.6666666666666666	0.25	0.36363636363636365
治所	0.2	0.3333333333333333	0.25
修建	0.7142857142857143	0.7142857142857143	0.7142857142857143
死于时间	0.6	1.0	0.7499999999999999
夫妻	0.3333333333333333	0.2	0.25
旧臣	0	0.0	0
死于地点	0.3333333333333333	1.0	0.5
micro	0.6034255599472991	0.662807525325615	0.6317241379310344
macro	0.4897059261507189	0.5280418121957043	0.508151863069203

